,Firms,Year,Connections
9804,VEREINIGTE FILZFABRIKEN AG,2007,0
9805,VEREINIGTE FILZFABRIKEN AG,2008,0
9806,VEREINIGTE FILZFABRIKEN AG,2009,0
9807,VEREINIGTE FILZFABRIKEN AG,2010,0
9808,VEREINIGTE FILZFABRIKEN AG,2011,0
9809,VEREINIGTE FILZFABRIKEN AG,2012,0
9810,VEREINIGTE FILZFABRIKEN AG,2013,0
9811,VEREINIGTE FILZFABRIKEN AG,2014,0
9812,VEREINIGTE FILZFABRIKEN AG,2015,0
9813,VEREINIGTE FILZFABRIKEN AG,2016,0
9814,VEREINIGTE FILZFABRIKEN AG,2017,0
9815,VEREINIGTE FILZFABRIKEN AG,2018,0
9816,VEREINIGTE FILZFABRIKEN AG,2019,0
9817,SCHRAMM HOLDING AG,2006,0
9818,SCHRAMM HOLDING AG,2007,0
9819,SCHRAMM HOLDING AG,2008,0
9820,SCHRAMM HOLDING AG,2009,0
9821,SCHRAMM HOLDING AG,2010,0
9822,TANTALUS RARE EARTHS AG,2009,0
9823,TANTALUS RARE EARTHS AG,2010,0
9824,TANTALUS RARE EARTHS AG,2011,1
9825,TANTALUS RARE EARTHS AG,2012,1
9826,TANTALUS RARE EARTHS AG,2013,1
9827,TANTALUS RARE EARTHS AG,2014,0
9828,TANTALUS RARE EARTHS AG,2015,0
9829,TOM TAILOR HOLDING SE,2006,0
9830,TOM TAILOR HOLDING SE,2007,0
9831,TOM TAILOR HOLDING SE,2008,0
9832,TOM TAILOR HOLDING SE,2009,0
9833,TOM TAILOR HOLDING SE,2010,11
9834,TOM TAILOR HOLDING SE,2011,11
9835,TOM TAILOR HOLDING SE,2012,11
9836,TOM TAILOR HOLDING SE,2013,10
9837,TOM TAILOR HOLDING SE,2014,0
9838,TOM TAILOR HOLDING SE,2015,0
9839,TOM TAILOR HOLDING SE,2016,0
9840,TOM TAILOR HOLDING SE,2017,0
9841,TOM TAILOR HOLDING SE,2018,0
9842,JOYOU AG,2009,0
9843,JOYOU AG,2010,4
9844,JOYOU AG,2011,2
9845,JOYOU AG,2012,1
9846,JOYOU AG,2013,1
9847,JOYOU AG,2014,0
9848,RIB SOFTWARE SE,2006,0
9849,RIB SOFTWARE SE,2007,0
9850,RIB SOFTWARE SE,2008,0
9851,RIB SOFTWARE SE,2009,0
9852,RIB SOFTWARE SE,2010,0
9853,RIB SOFTWARE SE,2011,5
9854,RIB SOFTWARE SE,2012,5
9855,RIB SOFTWARE SE,2013,7
9856,RIB SOFTWARE SE,2014,2
9857,RIB SOFTWARE SE,2015,3
9858,RIB SOFTWARE SE,2016,1
9859,RIB SOFTWARE SE,2017,0
9860,RIB SOFTWARE SE,2018,0
9861,RIB SOFTWARE SE,2019,0
9862,BHB BRAUHOLDING BAYERN-MITT,2010,1
9863,BHB BRAUHOLDING BAYERN-MITT,2011,1
9864,BHB BRAUHOLDING BAYERN-MITT,2012,1
9865,BHB BRAUHOLDING BAYERN-MITT,2013,1
9866,BHB BRAUHOLDING BAYERN-MITT,2014,0
9867,BHB BRAUHOLDING BAYERN-MITT,2015,0
9868,BHB BRAUHOLDING BAYERN-MITT,2016,0
9869,BHB BRAUHOLDING BAYERN-MITT,2017,0
9870,BHB BRAUHOLDING BAYERN-MITT,2018,0
9871,BHB BRAUHOLDING BAYERN-MITT,2019,0
9872,STROEER SE & CO KGAA,2006,0
9873,STROEER SE & CO KGAA,2007,0
9874,STROEER SE & CO KGAA,2008,0
9875,STROEER SE & CO KGAA,2009,0
9876,STROEER SE & CO KGAA,2010,11
9877,STROEER SE & CO KGAA,2011,13
9878,STROEER SE & CO KGAA,2012,11
9879,STROEER SE & CO KGAA,2013,11
9880,STROEER SE & CO KGAA,2014,0
9881,STROEER SE & CO KGAA,2015,0
9882,STROEER SE & CO KGAA,2016,0
9883,STROEER SE & CO KGAA,2017,0
9884,STROEER SE & CO KGAA,2018,0
9885,STROEER SE & CO KGAA,2019,0
9886,TONKENS AGRAR AG,2009,0
9887,TONKENS AGRAR AG,2010,0
9888,TONKENS AGRAR AG,2011,0
9889,TONKENS AGRAR AG,2012,0
9890,TONKENS AGRAR AG,2013,0
9891,TONKENS AGRAR AG,2014,0
9892,TONKENS AGRAR AG,2015,0
9893,TONKENS AGRAR AG,2016,0
9894,TONKENS AGRAR AG,2017,0
9895,TONKENS AGRAR AG,2018,0
9896,TONKENS AGRAR AG,2019,0
9897,KINGHERO AG,2007,0
9898,KINGHERO AG,2008,0
9899,KINGHERO AG,2009,0
9900,KINGHERO AG,2010,0
9901,KINGHERO AG,2011,0
9902,NUCLETRON ELECTRONIC AG,2006,0
9903,NUCLETRON ELECTRONIC AG,2007,0
9904,NUCLETRON ELECTRONIC AG,2008,0
9905,NUCLETRON ELECTRONIC AG,2009,0
9906,NUCLETRON ELECTRONIC AG,2010,4
9907,NUCLETRON ELECTRONIC AG,2011,4
9908,NUCLETRON ELECTRONIC AG,2012,4
9909,NUCLETRON ELECTRONIC AG,2013,4
9910,NUCLETRON ELECTRONIC AG,2014,0
9911,NUCLETRON ELECTRONIC AG,2015,0
9912,NUCLETRON ELECTRONIC AG,2016,0
9913,NUCLETRON ELECTRONIC AG,2017,0
9914,NUCLETRON ELECTRONIC AG,2018,0
9915,NUCLETRON ELECTRONIC AG,2019,0
9916,EVONIK INDUSTRIES AG,2006,0
9917,EVONIK INDUSTRIES AG,2007,0
9918,EVONIK INDUSTRIES AG,2008,0
9919,EVONIK INDUSTRIES AG,2009,0
9920,EVONIK INDUSTRIES AG,2010,15
9921,EVONIK INDUSTRIES AG,2011,19
9922,EVONIK INDUSTRIES AG,2012,24
9923,EVONIK INDUSTRIES AG,2013,51
9924,EVONIK INDUSTRIES AG,2014,1
9925,EVONIK INDUSTRIES AG,2015,0
9926,EVONIK INDUSTRIES AG,2016,0
9927,EVONIK INDUSTRIES AG,2017,0
9928,EVONIK INDUSTRIES AG,2018,0
9929,EVONIK INDUSTRIES AG,2019,0
9930,ECOUNION AG,2006,0
9931,ECOUNION AG,2007,0
9932,ECOUNION AG,2008,0
9933,ECOUNION AG,2009,0
9934,ECOUNION AG,2010,0
9935,ECOUNION AG,2011,0
9936,ECOUNION AG,2012,1
9937,ECOUNION AG,2013,1
9938,ECOUNION AG,2013,1
9939,ECOUNION AG,2014,0
9940,OCEANICA AG,2006,0
9941,OCEANICA AG,2007,0
9942,OCEANICA AG,2008,0
9943,OCEANICA AG,2009,0
9944,OCEANICA AG,2010,0
9945,OCEANICA AG,2011,0
9946,OCEANICA AG,2012,0
9947,OCEANICA AG,2013,0
9948,DEUTSCHE ROHSTOFF AG,2006,0
9949,DEUTSCHE ROHSTOFF AG,2007,0
9950,DEUTSCHE ROHSTOFF AG,2008,0
9951,DEUTSCHE ROHSTOFF AG,2009,0
9952,DEUTSCHE ROHSTOFF AG,2010,6
9953,DEUTSCHE ROHSTOFF AG,2011,5
9954,DEUTSCHE ROHSTOFF AG,2012,4
9955,DEUTSCHE ROHSTOFF AG,2013,4
9956,DEUTSCHE ROHSTOFF AG,2014,0
9957,DEUTSCHE ROHSTOFF AG,2015,0
9958,DEUTSCHE ROHSTOFF AG,2016,0
9959,DEUTSCHE ROHSTOFF AG,2017,0
9960,DEUTSCHE ROHSTOFF AG,2018,0
9961,DEUTSCHE ROHSTOFF AG,2019,0
9962,ISARIA WOHNBAU AG,2006,0
9963,ISARIA WOHNBAU AG,2008,0
9964,ISARIA WOHNBAU AG,2009,0
9965,ISARIA WOHNBAU AG,2010,0
9966,ISARIA WOHNBAU AG,2011,0
9967,ISARIA WOHNBAU AG,2012,0
9968,ISARIA WOHNBAU AG,2013,0
9969,ISARIA WOHNBAU AG,2014,0
9970,ISARIA WOHNBAU AG,2015,0
9971,ISARIA WOHNBAU AG,2016,0
9972,ISARIA WOHNBAU AG,2017,0
9973,ISARIA WOHNBAU AG,2018,0
9974,ISARIA WOHNBAU AG,2019,0
9975,MADISON PROPERTY AG,2008,0
9976,MADISON PROPERTY AG,2009,0
9977,MADISON PROPERTY AG,2010,2
9978,MADISON PROPERTY AG,2011,2
9979,SOLUTRONIC AG,2009,0
9980,SOLUTRONIC AG,2010,0
9981,SOLUTRONIC AG,2011,0
9982,MPH HEALTH CARE AG,2009,0
9983,MPH HEALTH CARE AG,2010,6
9984,MPH HEALTH CARE AG,2011,5
9985,MPH HEALTH CARE AG,2012,5
9986,MPH HEALTH CARE AG,2013,5
9987,MPH HEALTH CARE AG,2014,0
9988,MPH HEALTH CARE AG,2015,0
9989,MPH HEALTH CARE AG,2016,0
9990,MPH HEALTH CARE AG,2017,0
9991,MPH HEALTH CARE AG,2018,0
9992,MPH HEALTH CARE AG,2019,0
9993,DTB DEUTSCHE BIOGAS AG,2009,0
9994,DTB DEUTSCHE BIOGAS AG,2010,0
9995,DTB DEUTSCHE BIOGAS AG,2011,0
9996,DTB DEUTSCHE BIOGAS AG,2012,0
9997,PEARL GOLD AG,2009,0
9998,PEARL GOLD AG,2010,1
9999,PEARL GOLD AG,2011,1
10000,PEARL GOLD AG,2012,1
10001,PEARL GOLD AG,2013,1
10002,MEDINAVI AG,2010,1
10003,MEDINAVI AG,2011,0
10004,MEDINAVI AG,2012,1
10005,MEDINAVI AG,2013,1
10006,MEDINAVI AG,2014,0
10007,MEDINAVI AG,2015,0
10008,MEDINAVI AG,2016,0
10009,MEDINAVI AG,2017,0
10010,MEDINAVI AG,2018,0
10011,DERBY CYCLE AG,2007,0
10012,DERBY CYCLE AG,2008,0
10013,DERBY CYCLE AG,2009,0
10014,DERBY CYCLE AG,2010,3
10015,DERBY CYCLE AG,2011,8
10016,DERBY CYCLE AG,2012,7
10017,WILLIAMS GRAND PRIX HLDGS,2006,0
10018,WILLIAMS GRAND PRIX HLDGS,2007,0
10019,WILLIAMS GRAND PRIX HLDGS,2008,0
10020,WILLIAMS GRAND PRIX HLDGS,2009,0
10021,WILLIAMS GRAND PRIX HLDGS,2010,0
10022,WILLIAMS GRAND PRIX HLDGS,2011,0
10023,WILLIAMS GRAND PRIX HLDGS,2012,0
10024,WILLIAMS GRAND PRIX HLDGS,2013,0
10025,WILLIAMS GRAND PRIX HLDGS,2014,0
10026,WILLIAMS GRAND PRIX HLDGS,2015,0
10027,WILLIAMS GRAND PRIX HLDGS,2016,0
10028,WILLIAMS GRAND PRIX HLDGS,2017,0
10029,WILLIAMS GRAND PRIX HLDGS,2018,0
10030,WILLIAMS GRAND PRIX HLDGS,2019,0
10031,OKOWORLD AG,2006,0
10032,OKOWORLD AG,2007,0
10033,OKOWORLD AG,2008,0
10034,OKOWORLD AG,2009,0
10035,OKOWORLD AG,2010,2
10036,OKOWORLD AG,2011,3
10037,OKOWORLD AG,2012,4
10038,OKOWORLD AG,2013,4
10039,OKOWORLD AG,2014,0
10040,OKOWORLD AG,2015,0
10041,OKOWORLD AG,2016,0
10042,OKOWORLD AG,2017,0
10043,OKOWORLD AG,2018,0
10044,OKOWORLD AG,2019,0
10045,KION GROUP GMBH,2009,0
10046,KION GROUP GMBH,2010,6
10047,KION GROUP GMBH,2011,9
10048,KION GROUP GMBH,2012,9
10049,KION GROUP GMBH,2013,11
10050,KION GROUP GMBH,2014,1
10051,KION GROUP GMBH,2015,0
10052,KION GROUP GMBH,2016,0
10053,KION GROUP GMBH,2017,0
10054,KION GROUP GMBH,2018,0
10055,KION GROUP GMBH,2019,0
10056,NORMA GROUP SE,2007,0
10057,NORMA GROUP SE,2008,0
10058,NORMA GROUP SE,2009,0
10059,NORMA GROUP SE,2010,0
10060,NORMA GROUP SE,2011,9
10061,NORMA GROUP SE,2012,9
10062,NORMA GROUP SE,2013,12
10063,NORMA GROUP SE,2014,0
10064,NORMA GROUP SE,2015,0
10065,NORMA GROUP SE,2016,0
10066,NORMA GROUP SE,2017,0
10067,NORMA GROUP SE,2018,0
10068,NORMA GROUP SE,2019,0
10069,POWERLAND AG,2008,0
10070,POWERLAND AG,2009,0
10071,POWERLAND AG,2010,0
10072,POWERLAND AG,2011,4
10073,POWERLAND AG,2012,2
10074,POWERLAND AG,2013,2
10075,POWERLAND AG,2014,0
10076,DATRON AG,2008,0
10077,DATRON AG,2009,0
10078,DATRON AG,2010,0
10079,DATRON AG,2011,2
10080,DATRON AG,2012,2
10081,DATRON AG,2013,3
10082,DATRON AG,2014,0
10083,DATRON AG,2015,0
10084,DATRON AG,2016,0
10085,DATRON AG,2017,0
10086,DATRON AG,2018,0
10087,DATRON AG,2019,0
10088,GSW IMMOBILIEN AG,2007,0
10089,GSW IMMOBILIEN AG,2008,0
10090,GSW IMMOBILIEN AG,2009,0
10091,GSW IMMOBILIEN AG,2010,9
10092,GSW IMMOBILIEN AG,2011,16
10093,GSW IMMOBILIEN AG,2012,10
10094,GSW IMMOBILIEN AG,2013,12
10095,GSW IMMOBILIEN AG,2014,1
10096,GSW IMMOBILIEN AG,2015,0
10097,GSW IMMOBILIEN AG,2016,0
10098,GSW IMMOBILIEN AG,2017,0
10099,GSW IMMOBILIEN AG,2018,0
10100,GSW IMMOBILIEN AG,2019,0
10101,FIDOR BANK AG,2006,0
10102,FIDOR BANK AG,2007,0
10103,FIDOR BANK AG,2008,0
10104,FIDOR BANK AG,2009,0
10105,FIDOR BANK AG,2010,5
10106,FIDOR BANK AG,2011,5
10107,FIDOR BANK AG,2012,6
10108,FIDOR BANK AG,2013,8
10109,FIDOR BANK AG,2014,0
10110,FIDOR BANK AG,2015,0
10111,FIDOR BANK AG,2016,0
10112,FIDOR BANK AG,2017,0
10113,FIDOR BANK AG,2018,0
10114,FIDOR BANK AG,2019,0
10115,AMIRA VERWALTUNGS AG,2006,0
10116,AMIRA VERWALTUNGS AG,2007,0
10117,AMIRA VERWALTUNGS AG,2008,0
10118,AMIRA VERWALTUNGS AG,2009,0
10119,AMIRA VERWALTUNGS AG,2010,0
10120,AMIRA VERWALTUNGS AG,2011,0
10121,AMIRA VERWALTUNGS AG,2012,0
10122,AMIRA VERWALTUNGS AG,2013,0
10123,AMIRA VERWALTUNGS AG,2014,0
10124,AMIRA VERWALTUNGS AG,2015,0
10125,AMIRA VERWALTUNGS AG,2016,0
10126,AMIRA VERWALTUNGS AG,2017,0
10127,AMIRA VERWALTUNGS AG,2018,0
10128,AMIRA VERWALTUNGS AG,2019,0
10129,F24 AG,2006,0
10130,F24 AG,2007,0
10131,F24 AG,2008,0
10132,F24 AG,2009,0
10133,F24 AG,2010,1
10134,F24 AG,2011,1
10135,F24 AG,2012,1
10136,F24 AG,2013,1
10137,F24 AG,2014,0
10138,F24 AG,2015,0
10139,F24 AG,2016,0
10140,SHF COMMUNICATION TECH AG,2006,0
10141,SHF COMMUNICATION TECH AG,2007,0
10142,SHF COMMUNICATION TECH AG,2008,0
10143,SHF COMMUNICATION TECH AG,2009,0
10144,SHF COMMUNICATION TECH AG,2010,0
10145,SHF COMMUNICATION TECH AG,2011,0
10146,SHF COMMUNICATION TECH AG,2012,0
10147,SHF COMMUNICATION TECH AG,2013,0
10148,SHF COMMUNICATION TECH AG,2014,0
10149,SHF COMMUNICATION TECH AG,2015,0
10150,SHF COMMUNICATION TECH AG,2016,0
10151,SHF COMMUNICATION TECH AG,2017,0
10152,SHF COMMUNICATION TECH AG,2018,0
10153,SHF COMMUNICATION TECH AG,2019,0
10154,CLOPPENBURG AUTOMOBIL AG,2006,0
10155,CLOPPENBURG AUTOMOBIL AG,2007,0
10156,CLOPPENBURG AUTOMOBIL AG,2008,0
10157,CLOPPENBURG AUTOMOBIL AG,2009,0
10158,CLOPPENBURG AUTOMOBIL AG,2010,0
10159,CLOPPENBURG AUTOMOBIL AG,2011,0
10160,CLOPPENBURG AUTOMOBIL AG,2012,0
10161,CLOPPENBURG AUTOMOBIL AG,2013,0
10162,CLOPPENBURG AUTOMOBIL AG,2014,0
10163,CLOPPENBURG AUTOMOBIL AG,2015,0
10164,CLOPPENBURG AUTOMOBIL AG,2016,0
10165,CLOPPENBURG AUTOMOBIL AG,2017,0
10166,MUNCHENER TIERPARK HELLA,2006,0
10167,MUNCHENER TIERPARK HELLA,2007,0
10168,MUNCHENER TIERPARK HELLA,2008,0
10169,MUNCHENER TIERPARK HELLA,2009,0
10170,MUNCHENER TIERPARK HELLA,2010,3
10171,MUNCHENER TIERPARK HELLA,2011,3
10172,MUNCHENER TIERPARK HELLA,2012,3
10173,MUNCHENER TIERPARK HELLA,2013,3
10174,MUNCHENER TIERPARK HELLA,2014,0
10175,MUNCHENER TIERPARK HELLA,2015,0
10176,MUNCHENER TIERPARK HELLA,2016,0
10177,MUNCHENER TIERPARK HELLA,2017,0
10178,MUNCHENER TIERPARK HELLA,2018,0
10179,MUNCHENER TIERPARK HELLA,2019,0
10180,GESUNDHEITSWELT CHIEMGAU AG,2006,0
10181,GESUNDHEITSWELT CHIEMGAU AG,2007,0
10182,GESUNDHEITSWELT CHIEMGAU AG,2008,0
10183,GESUNDHEITSWELT CHIEMGAU AG,2009,0
10184,GESUNDHEITSWELT CHIEMGAU AG,2010,0
10185,GESUNDHEITSWELT CHIEMGAU AG,2011,0
10186,GESUNDHEITSWELT CHIEMGAU AG,2012,0
10187,GESUNDHEITSWELT CHIEMGAU AG,2013,0
10188,GESUNDHEITSWELT CHIEMGAU AG,2014,0
10189,GESUNDHEITSWELT CHIEMGAU AG,2015,0
10190,GESUNDHEITSWELT CHIEMGAU AG,2016,0
10191,GESUNDHEITSWELT CHIEMGAU AG,2017,0
10192,GESUNDHEITSWELT CHIEMGAU AG,2018,0
10193,GESUNDHEITSWELT CHIEMGAU AG,2019,0
10194,VENTEGIS CAPITAL AG,2006,0
10195,VENTEGIS CAPITAL AG,2007,0
10196,VENTEGIS CAPITAL AG,2008,0
10197,VENTEGIS CAPITAL AG,2009,0
10198,VENTEGIS CAPITAL AG,2010,3
10199,VENTEGIS CAPITAL AG,2011,3
10200,VENTEGIS CAPITAL AG,2012,1
10201,ALLGAUER ALPENWASSER AG,2006,0
10202,ALLGAUER ALPENWASSER AG,2007,0
10203,ALLGAUER ALPENWASSER AG,2008,0
10204,ALLGAUER ALPENWASSER AG,2009,0
10205,ALLGAUER ALPENWASSER AG,2010,0
10206,WEBER & OTT AG,2006,0
10207,WEBER & OTT AG,2007,0
10208,WEBER & OTT AG,2008,0
10209,WEBER & OTT AG,2009,0
10210,TRAVEL VIVA AG,2007,0
10211,TRAVEL VIVA AG,2008,0
10212,TRAVEL VIVA AG,2009,0
10213,TRAVEL VIVA AG,2010,0
10214,TRAVEL VIVA AG,2011,0
10215,TRAVEL VIVA AG,2012,0
10216,TRAVEL VIVA AG,2013,0
10217,KONSORTIUM AG,2006,0
10218,KONSORTIUM AG,2007,0
10219,KONSORTIUM AG,2008,0
10220,KONSORTIUM AG,2009,0
10221,KONSORTIUM AG,2010,0
10222,KONSORTIUM AG,2011,0
10223,KONSORTIUM AG,2012,0
10224,KONSORTIUM AG,2013,0
10225,KONSORTIUM AG,2014,0
10226,NEBELHORNBAHN,2006,0
10227,NEBELHORNBAHN,2007,0
10228,NEBELHORNBAHN,2008,0
10229,NEBELHORNBAHN,2009,0
10230,NEBELHORNBAHN,2010,2
10231,NEBELHORNBAHN,2011,2
10232,NEBELHORNBAHN,2012,5
10233,NEBELHORNBAHN,2013,4
10234,NEBELHORNBAHN,2014,0
10235,NEBELHORNBAHN,2015,0
10236,NEBELHORNBAHN,2016,0
10237,NEBELHORNBAHN,2017,0
10238,NEBELHORNBAHN,2018,0
10239,NEBELHORNBAHN,2019,0
10240,SCHWABENVERLAG AG,2006,0
10241,SCHWABENVERLAG AG,2007,0
10242,SCHWABENVERLAG AG,2008,0
10243,SCHWABENVERLAG AG,2009,0
10244,SCHWABENVERLAG AG,2010,1
10245,SCHWABENVERLAG AG,2011,1
10246,SCHWABENVERLAG AG,2012,1
10247,SCHWABENVERLAG AG,2013,1
10248,SCHWABENVERLAG AG,2014,0
10249,SCHWABENVERLAG AG,2015,0
10250,SCHWABENVERLAG AG,2016,0
10251,SCHWABENVERLAG AG,2017,0
10252,SCHWABENVERLAG AG,2018,0
10253,SCHWABENVERLAG AG,2019,0
10254,UNITED POWER TECHNOLOGY AG,2010,1
10255,UNITED POWER TECHNOLOGY AG,2011,2
10256,UNITED POWER TECHNOLOGY AG,2012,1
10257,UNITED POWER TECHNOLOGY AG,2013,1
10258,UNITED POWER TECHNOLOGY AG,2014,0
10259,UNITED POWER TECHNOLOGY AG,2015,0
10260,ADLER MODEMARKTE AG,2008,0
10261,ADLER MODEMARKTE AG,2009,0
10262,ADLER MODEMARKTE AG,2010,8
10263,ADLER MODEMARKTE AG,2011,22
10264,ADLER MODEMARKTE AG,2012,10
10265,ADLER MODEMARKTE AG,2013,12
10266,ADLER MODEMARKTE AG,2014,0
10267,ADLER MODEMARKTE AG,2015,0
10268,ADLER MODEMARKTE AG,2016,0
10269,ADLER MODEMARKTE AG,2017,0
10270,ADLER MODEMARKTE AG,2018,0
10271,ADLER MODEMARKTE AG,2019,0
10272,CHINA SPECIALTY GLASS AG,2011,6
10273,CHINA SPECIALTY GLASS AG,2012,4
10274,CHINA SPECIALTY GLASS AG,2013,2
10275,PRIME OFFICE AG,2010,7
10276,PRIME OFFICE AG,2011,15
10277,PRIME OFFICE AG,2012,8
10278,PRIME OFFICE AG,2013,10
10279,PRIME OFFICE AG,2014,0
10280,PRIME OFFICE AG,2015,0
10281,PRIME OFFICE AG,2017,0
10282,SHW AG,2010,1
10283,SHW AG,2011,20
10284,SHW AG,2012,10
10285,SHW AG,2013,14
10286,SHW AG,2014,0
10287,SHW AG,2015,0
10288,SHW AG,2016,0
10289,SHW AG,2017,0
10290,SHW AG,2018,0
10291,SHW AG,2019,0
10292,YOUBISHENG GREEN PAPER AG,2008,0
10293,YOUBISHENG GREEN PAPER AG,2009,0
10294,YOUBISHENG GREEN PAPER AG,2010,0
10295,YOUBISHENG GREEN PAPER AG,2011,1
10296,YOUBISHENG GREEN PAPER AG,2012,1
10297,YOUBISHENG GREEN PAPER AG,2013,1
10298,YOUBISHENG GREEN PAPER AG,2014,0
10299,YOUBISHENG GREEN PAPER AG,2015,0
10300,YOUBISHENG GREEN PAPER AG,2016,0
10301,YOUBISHENG GREEN PAPER AG,2017,0
10302,YOUBISHENG GREEN PAPER AG,2018,0
10303,AMALPHI AG,2007,0
10304,AMALPHI AG,2008,0
10305,AMALPHI AG,2009,0
10306,AMALPHI AG,2010,0
10307,AMALPHI AG,2011,0
10308,AMALPHI AG,2012,0
10309,AMALPHI AG,2013,0
10310,AMALPHI AG,2014,0
10311,AMALPHI AG,2015,0
10312,AMALPHI AG,2016,0
10313,AMALPHI AG,2017,0
10314,AMALPHI AG,2018,0
10315,AMALPHI AG,2019,0
10316,DRAGON HOLDINGS AG,2011,0
10317,DRAGON HOLDINGS AG,2012,0
10318,ULTRASONIC AG,2008,0
10319,ULTRASONIC AG,2009,0
10320,ULTRASONIC AG,2010,0
10321,ULTRASONIC AG,2011,2
10322,ULTRASONIC AG,2012,1
10323,ULTRASONIC AG,2013,1
10324,WENG FINE ART AG,2010,0
10325,WENG FINE ART AG,2011,0
10326,WENG FINE ART AG,2012,0
10327,WENG FINE ART AG,2013,0
10328,WENG FINE ART AG,2014,0
10329,WENG FINE ART AG,2015,0
10330,WENG FINE ART AG,2016,0
10331,WENG FINE ART AG,2017,0
10332,WENG FINE ART AG,2018,0
10333,WENG FINE ART AG,2019,0
10334,AGRARIUS AG,2010,1
10335,AGRARIUS AG,2011,1
10336,AGRARIUS AG,2012,1
10337,AGRARIUS AG,2013,1
10338,AGRARIUS AG,2014,0
10339,AGRARIUS AG,2015,0
10340,AGRARIUS AG,2016,0
10341,AGRARIUS AG,2017,0
10342,AGRARIUS AG,2018,0
10343,AGRARIUS AG,2019,0
10344,PYROLYX AG,2008,0
10345,PYROLYX AG,2009,0
10346,PYROLYX AG,2010,0
10347,PYROLYX AG,2011,0
10348,PYROLYX AG,2012,0
10349,PYROLYX AG,2013,0
10350,PYROLYX AG,2014,0
10351,PYROLYX AG,2015,0
10352,PYROLYX AG,2016,0
10353,PYROLYX AG,2017,0
10354,PYROLYX AG,2018,0
10355,PYROLYX AG,2019,0
10356,HAIKUI SEAFOOD AG,2011,2
10357,HAIKUI SEAFOOD AG,2012,4
10358,HAIKUI SEAFOOD AG,2013,2
10359,HAIKUI SEAFOOD AG,2014,0
10360,HAIKUI SEAFOOD AG,2015,0
10361,SMART GRIDS AG,2009,0
10362,SMART GRIDS AG,2010,0
10363,SMART GRIDS AG,2011,0
10364,SMART GRIDS AG,2012,0
10365,SMART GRIDS AG,2013,0
10366,SMART GRIDS AG,2014,0
10367,SMART GRIDS AG,2015,0
10368,SMART GRIDS AG,2016,0
10369,SMART GRIDS AG,2017,0
10370,SMART GRIDS AG,2018,0
10371,GOLDROOSTER AG,2011,1
10372,GOLDROOSTER AG,2012,1
10373,KTG ENERGIE AG,2009,0
10374,KTG ENERGIE AG,2010,0
10375,KTG ENERGIE AG,2011,0
10376,KTG ENERGIE AG,2012,0
10377,KTG ENERGIE AG,2013,0
10378,KTG ENERGIE AG,2014,0
10379,KTG ENERGIE AG,2015,0
10380,LOTTO24 AG,2011,0
10381,LOTTO24 AG,2012,5
10382,LOTTO24 AG,2013,3
10383,LOTTO24 AG,2014,0
10384,LOTTO24 AG,2015,0
10385,LOTTO24 AG,2016,0
10386,LOTTO24 AG,2017,0
10387,LOTTO24 AG,2018,0
10388,LOTTO24 AG,2019,0
10389,FAST CASUALWEAR AG,2009,0
10390,FAST CASUALWEAR AG,2010,0
10391,FAST CASUALWEAR AG,2011,0
10392,FAST CASUALWEAR AG,2012,2
10393,FAST CASUALWEAR AG,2013,1
10394,MING LE SPORTS AG,2009,0
10395,MING LE SPORTS AG,2010,0
10396,MING LE SPORTS AG,2011,1
10397,MING LE SPORTS AG,2012,2
10398,MING LE SPORTS AG,2013,3
10399,MING LE SPORTS AG,2014,0
10400,MING LE SPORTS AG,2015,0
10401,MING LE SPORTS AG,2016,0
10402,MING LE SPORTS AG,2017,0
10403,MING LE SPORTS AG,2018,0
10404,MING LE SPORTS AG,2019,0
10405,CRYPTOPLUS SE,2010,0
10406,CRYPTOPLUS SE,2011,0
10407,CRYPTOPLUS SE,2012,0
10408,CRYPTOPLUS SE,2013,0
10409,HESS AG,2008,0
10410,HESS AG,2009,0
10411,HESS AG,2010,3
10412,HESS AG,2011,3
10413,TELEFONICA DEUTSCHLAND,2009,0
10414,TELEFONICA DEUTSCHLAND,2010,0
10415,TELEFONICA DEUTSCHLAND,2011,1
10416,TELEFONICA DEUTSCHLAND,2012,8
10417,TELEFONICA DEUTSCHLAND,2013,16
10418,TELEFONICA DEUTSCHLAND,2014,0
10419,TELEFONICA DEUTSCHLAND,2015,0
10420,TELEFONICA DEUTSCHLAND,2016,1
10421,TELEFONICA DEUTSCHLAND,2017,1
10422,TELEFONICA DEUTSCHLAND,2018,1
10423,TELEFONICA DEUTSCHLAND,2019,1
10424,CASSONA SE,2010,0
10425,CASSONA SE,2011,0
10426,CASSONA SE,2012,0
10427,CASSONA SE,2013,0
10428,FIRSTEXTILE AG,2009,0
10429,FIRSTEXTILE AG,2010,0
10430,FIRSTEXTILE AG,2011,0
10431,FIRSTEXTILE AG,2012,0
10432,FIRSTEXTILE AG,2013,0
10433,FIRSTEXTILE AG,2014,0
10434,FAST FINANCE24 HOLDING AG,2009,0
10435,FAST FINANCE24 HOLDING AG,2010,0
10436,FAST FINANCE24 HOLDING AG,2011,0
10437,FAST FINANCE24 HOLDING AG,2012,0
10438,FAST FINANCE24 HOLDING AG,2013,0
10439,FAST FINANCE24 HOLDING AG,2016,0
10440,FAST FINANCE24 HOLDING AG,2017,0
10441,FAST FINANCE24 HOLDING AG,2018,0
