,Firms,Year,Connections
680,CONTINENTAL AG,2013,41
681,CONTINENTAL AG,2014,1
682,CONTINENTAL AG,2015,1
683,CONTINENTAL AG,2016,1
684,CONTINENTAL AG,2017,1
685,CONTINENTAL AG,2018,2
686,CONTINENTAL AG,2019,1
687,TUI AG,2006,0
688,TUI AG,2007,0
689,TUI AG,2008,0
690,TUI AG,2009,0
691,TUI AG,2010,22
692,TUI AG,2011,29
693,TUI AG,2012,21
694,TUI AG,2013,25
695,TUI AG,2014,0
696,TUI AG,2015,0
697,TUI AG,2016,0
698,TUI AG,2017,0
699,TUI AG,2018,0
700,TUI AG,2019,0
701,VARTA AG,2006,0
702,VARTA AG,2007,0
703,VARTA AG,2008,0
704,VARTA AG,2009,0
705,VARTA AG,2010,1
706,VARTA AG,2011,1
707,VARTA AG,2016,0
708,VARTA AG,2017,0
709,VARTA AG,2018,0
710,VARTA AG,2019,0
711,K&S AG,2006,0
712,K&S AG,2007,0
713,K&S AG,2008,0
714,K&S AG,2009,0
715,K&S AG,2010,6
716,K&S AG,2011,6
717,K&S AG,2012,6
718,K&S AG,2013,6
719,K&S AG,2014,0
720,K&S AG,2015,0
721,K&S AG,2016,0
722,K&S AG,2017,0
723,K&S AG,2018,0
724,K&S AG,2019,0
725,VOLKSWAGEN AG,2006,0
726,VOLKSWAGEN AG,2007,1
727,VOLKSWAGEN AG,2008,1
728,VOLKSWAGEN AG,2009,1
729,VOLKSWAGEN AG,2010,33
730,VOLKSWAGEN AG,2011,31
731,VOLKSWAGEN AG,2012,34
732,VOLKSWAGEN AG,2013,32
733,VOLKSWAGEN AG,2014,2
734,VOLKSWAGEN AG,2015,2
735,VOLKSWAGEN AG,2016,3
736,VOLKSWAGEN AG,2017,2
737,VOLKSWAGEN AG,2018,2
738,VOLKSWAGEN AG,2019,1
739,CECONOMY AG,2006,1
740,CECONOMY AG,2007,1
741,CECONOMY AG,2008,0
742,CECONOMY AG,2009,0
743,CECONOMY AG,2010,33
744,CECONOMY AG,2011,35
745,CECONOMY AG,2012,30
746,CECONOMY AG,2013,27
747,CECONOMY AG,2014,0
748,CECONOMY AG,2015,0
749,CECONOMY AG,2016,0
750,CECONOMY AG,2017,0
751,CECONOMY AG,2018,0
752,CECONOMY AG,2019,0
753,DOUGLAS HOLDING AG,2006,0
754,DOUGLAS HOLDING AG,2007,0
755,DOUGLAS HOLDING AG,2008,0
756,DOUGLAS HOLDING AG,2009,0
757,DOUGLAS HOLDING AG,2010,18
758,DOUGLAS HOLDING AG,2011,19
759,DOUGLAS HOLDING AG,2012,19
760,SUEDZUCKER AG,2006,0
761,SUEDZUCKER AG,2007,0
762,SUEDZUCKER AG,2008,0
763,SUEDZUCKER AG,2009,0
764,SUEDZUCKER AG,2010,0
765,SUEDZUCKER AG,2011,0
766,SUEDZUCKER AG,2012,0
767,SUEDZUCKER AG,2013,0
768,SUEDZUCKER AG,2014,0
769,SUEDZUCKER AG,2015,0
770,SUEDZUCKER AG,2016,0
771,SUEDZUCKER AG,2017,0
772,SUEDZUCKER AG,2018,0
773,SUEDZUCKER AG,2019,0
774,KALI-CHEMIE AG,2006,0
775,KALI-CHEMIE AG,2007,0
776,KALI-CHEMIE AG,2008,0
777,KALI-CHEMIE AG,2009,0
778,VATTENFALL EUROPE AG,2006,0
779,VATTENFALL EUROPE AG,2007,0
780,VATTENFALL EUROPE AG,2008,0
781,VATTENFALL EUROPE AG,2009,0
782,VATTENFALL EUROPE AG,2010,5
783,VATTENFALL EUROPE AG,2011,2
784,RWE AG,2006,0
785,RWE AG,2007,0
786,RWE AG,2008,0
787,RWE AG,2009,1
788,RWE AG,2010,42
789,RWE AG,2011,44
790,RWE AG,2012,44
791,RWE AG,2013,48
792,RWE AG,2014,2
793,RWE AG,2015,2
794,RWE AG,2016,2
795,RWE AG,2017,1
796,RWE AG,2018,1
797,RWE AG,2019,1
798,AXEL SPRINGER SE,2006,0
799,AXEL SPRINGER SE,2007,0
800,AXEL SPRINGER SE,2008,0
801,AXEL SPRINGER SE,2009,0
802,AXEL SPRINGER SE,2010,23
803,AXEL SPRINGER SE,2011,28
804,AXEL SPRINGER SE,2012,28
805,AXEL SPRINGER SE,2013,27
806,AXEL SPRINGER SE,2014,0
807,AXEL SPRINGER SE,2015,0
808,AXEL SPRINGER SE,2016,0
809,AXEL SPRINGER SE,2017,0
810,AXEL SPRINGER SE,2018,0
811,AXEL SPRINGER SE,2019,0
812,BAYER SCHERING PHARMA AG,2006,4
813,BAYER SCHERING PHARMA AG,2007,3
814,AUDI AG,2006,1
815,AUDI AG,2007,1
816,AUDI AG,2008,1
817,AUDI AG,2009,1
818,AUDI AG,2010,21
819,AUDI AG,2011,22
820,AUDI AG,2012,26
821,AUDI AG,2013,27
822,AUDI AG,2014,0
823,AUDI AG,2015,0
824,AUDI AG,2016,0
825,AUDI AG,2017,0
826,AUDI AG,2018,1
827,AUDI AG,2019,1
828,FRIWO AG,2006,0
829,FRIWO AG,2007,0
830,FRIWO AG,2008,0
831,FRIWO AG,2009,0
832,FRIWO AG,2010,3
833,FRIWO AG,2011,3
834,FRIWO AG,2012,3
835,FRIWO AG,2013,5
836,FRIWO AG,2014,0
837,FRIWO AG,2015,0
838,FRIWO AG,2016,0
839,FRIWO AG,2017,0
840,FRIWO AG,2018,0
841,FRIWO AG,2019,0
842,LECHWERKE AG,2006,0
843,LECHWERKE AG,2007,0
844,LECHWERKE AG,2008,0
845,LECHWERKE AG,2009,0
846,LECHWERKE AG,2010,8
847,LECHWERKE AG,2011,8
848,LECHWERKE AG,2012,8
849,LECHWERKE AG,2013,9
850,LECHWERKE AG,2014,0
851,LECHWERKE AG,2015,0
852,LECHWERKE AG,2016,0
853,LECHWERKE AG,2017,0
854,LECHWERKE AG,2018,0
855,LECHWERKE AG,2019,0
856,GELSENWASSER AG,2006,0
857,GELSENWASSER AG,2007,0
858,GELSENWASSER AG,2008,0
859,GELSENWASSER AG,2009,0
860,GELSENWASSER AG,2010,10
861,GELSENWASSER AG,2011,13
862,GELSENWASSER AG,2012,10
863,GELSENWASSER AG,2013,10
864,GELSENWASSER AG,2014,0
865,GELSENWASSER AG,2015,0
866,GELSENWASSER AG,2016,0
867,GELSENWASSER AG,2017,0
868,GELSENWASSER AG,2018,0
869,GELSENWASSER AG,2019,0
870,WMF AG,2006,0
871,WMF AG,2007,0
872,WMF AG,2008,0
873,WMF AG,2009,0
874,WMF AG,2010,14
875,WMF AG,2011,14
876,WMF AG,2012,19
877,WMF AG,2013,18
878,LEONI AG,2006,0
879,LEONI AG,2007,0
880,LEONI AG,2008,0
881,LEONI AG,2009,0
882,LEONI AG,2010,17
883,LEONI AG,2011,18
884,LEONI AG,2012,21
885,LEONI AG,2013,17
886,LEONI AG,2014,1
887,LEONI AG,2015,1
888,LEONI AG,2016,1
889,LEONI AG,2017,1
890,LEONI AG,2018,1
891,LEONI AG,2019,1
892,DIERIG HOLDING AG,2006,1
893,DIERIG HOLDING AG,2007,1
894,DIERIG HOLDING AG,2008,1
895,DIERIG HOLDING AG,2009,1
896,DIERIG HOLDING AG,2010,5
897,DIERIG HOLDING AG,2011,5
898,DIERIG HOLDING AG,2012,5
899,DIERIG HOLDING AG,2013,6
900,DIERIG HOLDING AG,2014,1
901,DIERIG HOLDING AG,2015,1
902,DIERIG HOLDING AG,2016,1
903,DIERIG HOLDING AG,2017,1
904,DIERIG HOLDING AG,2018,2
905,DIERIG HOLDING AG,2019,0
906,KSB SE & CO KGAA,2006,2
907,KSB SE & CO KGAA,2007,1
908,KSB SE & CO KGAA,2008,1
909,KSB SE & CO KGAA,2009,1
910,KSB SE & CO KGAA,2010,17
911,KSB SE & CO KGAA,2011,19
912,KSB SE & CO KGAA,2012,18
913,KSB SE & CO KGAA,2013,19
914,KSB SE & CO KGAA,2014,0
915,KSB SE & CO KGAA,2015,0
916,KSB SE & CO KGAA,2016,0
917,KSB SE & CO KGAA,2017,0
918,KSB SE & CO KGAA,2018,0
919,KSB SE & CO KGAA,2019,0
920,ADM HAMBURG AG,2006,0
921,ADM HAMBURG AG,2007,0
922,ADM HAMBURG AG,2008,0
923,ADM HAMBURG AG,2009,0
924,ADM HAMBURG AG,2010,1
925,ADM HAMBURG AG,2011,1
926,ADM HAMBURG AG,2012,1
927,ADM HAMBURG AG,2013,1
928,ADM HAMBURG AG,2014,0
929,ADM HAMBURG AG,2015,0
930,ADM HAMBURG AG,2016,0
931,ADM HAMBURG AG,2017,0
932,ADM HAMBURG AG,2018,0
933,ADM HAMBURG AG,2019,0
934,BHS TABLETOP AG,2006,0
935,BHS TABLETOP AG,2007,0
936,BHS TABLETOP AG,2008,0
937,BHS TABLETOP AG,2009,0
938,BHS TABLETOP AG,2010,10
939,BHS TABLETOP AG,2011,8
940,BHS TABLETOP AG,2012,9
941,BHS TABLETOP AG,2013,8
942,BHS TABLETOP AG,2014,0
943,BHS TABLETOP AG,2015,0
944,BHS TABLETOP AG,2016,0
945,BHS TABLETOP AG,2017,0
946,BHS TABLETOP AG,2018,0
947,BHS TABLETOP AG,2019,0
948,DYCKERHOFF AG,2006,0
949,DYCKERHOFF AG,2007,0
950,DYCKERHOFF AG,2008,0
951,DYCKERHOFF AG,2009,0
952,DYCKERHOFF AG,2010,5
953,DYCKERHOFF AG,2011,9
954,DYCKERHOFF AG,2012,7
955,LEIFHEIT AG,2006,1
956,LEIFHEIT AG,2007,1
957,LEIFHEIT AG,2008,0
958,LEIFHEIT AG,2009,0
959,LEIFHEIT AG,2010,8
960,LEIFHEIT AG,2011,8
961,LEIFHEIT AG,2012,8
962,LEIFHEIT AG,2013,9
963,LEIFHEIT AG,2014,0
964,LEIFHEIT AG,2015,0
965,LEIFHEIT AG,2016,0
966,LEIFHEIT AG,2017,0
967,LEIFHEIT AG,2018,0
968,LEIFHEIT AG,2019,0
969,MCKESSON EUROPE AG,2006,0
970,MCKESSON EUROPE AG,2007,0
971,MCKESSON EUROPE AG,2008,0
972,MCKESSON EUROPE AG,2009,0
973,MCKESSON EUROPE AG,2010,16
974,MCKESSON EUROPE AG,2011,20
975,MCKESSON EUROPE AG,2012,17
976,MCKESSON EUROPE AG,2013,22
977,MCKESSON EUROPE AG,2014,0
978,MCKESSON EUROPE AG,2015,0
979,MCKESSON EUROPE AG,2016,0
980,MCKESSON EUROPE AG,2017,0
981,MCKESSON EUROPE AG,2018,0
982,MCKESSON EUROPE AG,2019,0
983,SUED-CHEMIE AG,2006,0
984,SUED-CHEMIE AG,2007,0
985,SUED-CHEMIE AG,2008,0
986,SUED-CHEMIE AG,2009,0
987,SUED-CHEMIE AG,2010,0
988,KERAMAG-KERAMISCHE WERKE AG,2006,0
989,KERAMAG-KERAMISCHE WERKE AG,2007,0
990,KERAMAG-KERAMISCHE WERKE AG,2008,0
991,KERAMAG-KERAMISCHE WERKE AG,2009,0
992,KERAMAG-KERAMISCHE WERKE AG,2010,0
993,KERAMAG-KERAMISCHE WERKE AG,2011,0
994,PITTLER MASCHINENFABRIK AG,2009,0
995,PITTLER MASCHINENFABRIK AG,2010,0
996,PITTLER MASCHINENFABRIK AG,2011,0
997,PITTLER MASCHINENFABRIK AG,2012,0
998,PITTLER MASCHINENFABRIK AG,2013,0
999,PITTLER MASCHINENFABRIK AG,2014,0
1000,PITTLER MASCHINENFABRIK AG,2015,0
1001,PITTLER MASCHINENFABRIK AG,2016,0
1002,PITTLER MASCHINENFABRIK AG,2017,0
1003,PITTLER MASCHINENFABRIK AG,2018,0
1004,PITTLER MASCHINENFABRIK AG,2019,0
1005,ST-GOBAIN OBERLAND AG,2006,0
1006,ST-GOBAIN OBERLAND AG,2007,0
1007,ST-GOBAIN OBERLAND AG,2008,0
1008,ST-GOBAIN OBERLAND AG,2009,0
1009,ST-GOBAIN OBERLAND AG,2010,0
1010,ST-GOBAIN OBERLAND AG,2011,0
1011,ST-GOBAIN OBERLAND AG,2012,0
1012,ST-GOBAIN OBERLAND AG,2013,0
1013,ST-GOBAIN OBERLAND AG,2014,0
1014,ST-GOBAIN OBERLAND AG,2015,0
1015,ST-GOBAIN OBERLAND AG,2016,0
1016,ST-GOBAIN OBERLAND AG,2017,0
1017,ST-GOBAIN OBERLAND AG,2018,0
1018,ST-GOBAIN OBERLAND AG,2019,0
1019,DMG MORI AG,2006,0
1020,DMG MORI AG,2007,0
1021,DMG MORI AG,2008,0
1022,DMG MORI AG,2009,0
1023,DMG MORI AG,2010,13
1024,DMG MORI AG,2011,9
1025,DMG MORI AG,2012,11
1026,DMG MORI AG,2013,15
1027,DMG MORI AG,2014,0
1028,DMG MORI AG,2015,0
1029,DMG MORI AG,2016,0
1030,DMG MORI AG,2017,0
1031,DMG MORI AG,2018,0
1032,DMG MORI AG,2019,0
1033,HENKEL AG & CO KGAA,2006,1
1034,HENKEL AG & CO KGAA,2007,1
1035,HENKEL AG & CO KGAA,2008,1
1036,HENKEL AG & CO KGAA,2009,0
1037,HENKEL AG & CO KGAA,2010,39
1038,HENKEL AG & CO KGAA,2011,40
1039,HENKEL AG & CO KGAA,2012,42
1040,HENKEL AG & CO KGAA,2013,40
1041,HENKEL AG & CO KGAA,2014,1
1042,HENKEL AG & CO KGAA,2015,1
1043,HENKEL AG & CO KGAA,2016,0
1044,HENKEL AG & CO KGAA,2017,0
1045,HENKEL AG & CO KGAA,2018,0
1046,HENKEL AG & CO KGAA,2019,0
1047,WELLA AG,2006,0
1048,WELLA AG,2007,0
1049,PELIKAN AG,2006,0
1050,PELIKAN AG,2007,0
1051,PELIKAN AG,2008,0
1052,PELIKAN AG,2009,0
1053,PELIKAN AG,2010,1
1054,PELIKAN AG,2011,3
1055,PELIKAN AG,2012,5
1056,PELIKAN AG,2013,3
1057,PELIKAN AG,2014,0
1058,PELIKAN AG,2015,0
1059,PELIKAN AG,2016,0
1060,PUMA SE,2006,0
1061,PUMA SE,2007,0
1062,PUMA SE,2008,0
1063,PUMA SE,2009,0
1064,PUMA SE,2010,6
1065,PUMA SE,2011,13
1066,PUMA SE,2012,7
1067,PUMA SE,2013,8
1068,PUMA SE,2014,0
1069,PUMA SE,2015,0
1070,PUMA SE,2016,0
1071,PUMA SE,2017,0
1072,PUMA SE,2018,0
1073,PUMA SE,2019,0
1074,PORSCHE AUTOMOBIL HOLDING SE,2006,0
1075,PORSCHE AUTOMOBIL HOLDING SE,2007,0
1076,PORSCHE AUTOMOBIL HOLDING SE,2008,0
1077,PORSCHE AUTOMOBIL HOLDING SE,2009,0
1078,PORSCHE AUTOMOBIL HOLDING SE,2010,0
1079,PORSCHE AUTOMOBIL HOLDING SE,2011,0
1080,PORSCHE AUTOMOBIL HOLDING SE,2012,0
1081,PORSCHE AUTOMOBIL HOLDING SE,2013,0
1082,PORSCHE AUTOMOBIL HOLDING SE,2014,0
1083,PORSCHE AUTOMOBIL HOLDING SE,2015,0
1084,PORSCHE AUTOMOBIL HOLDING SE,2016,0
1085,PORSCHE AUTOMOBIL HOLDING SE,2017,0
1086,PORSCHE AUTOMOBIL HOLDING SE,2018,0
1087,PORSCHE AUTOMOBIL HOLDING SE,2019,0
1088,DRAEGERWERK AG,2006,0
1089,DRAEGERWERK AG,2007,0
1090,DRAEGERWERK AG,2008,0
1091,DRAEGERWERK AG,2009,0
1092,DRAEGERWERK AG,2010,0
1093,DRAEGERWERK AG,2011,0
1094,DRAEGERWERK AG,2012,0
1095,DRAEGERWERK AG,2013,0
1096,DRAEGERWERK AG,2014,0
1097,DRAEGERWERK AG,2015,0
1098,DRAEGERWERK AG,2016,0
1099,DRAEGERWERK AG,2017,0
1100,DRAEGERWERK AG,2018,0
1101,DRAEGERWERK AG,2019,0
1102,HUGO BOSS AG,2006,0
1103,HUGO BOSS AG,2007,0
1104,HUGO BOSS AG,2008,0
1105,HUGO BOSS AG,2009,0
1106,HUGO BOSS AG,2010,15
1107,HUGO BOSS AG,2011,9
1108,HUGO BOSS AG,2012,9
1109,HUGO BOSS AG,2013,10
1110,HUGO BOSS AG,2014,0
1111,HUGO BOSS AG,2015,0
1112,HUGO BOSS AG,2016,0
1113,HUGO BOSS AG,2017,0
1114,HUGO BOSS AG,2018,0
1115,HUGO BOSS AG,2019,0
1116,SALZGITTER AG,2006,0
1117,SALZGITTER AG,2007,0
1118,SALZGITTER AG,2008,0
1119,SALZGITTER AG,2009,0
1120,SALZGITTER AG,2010,22
1121,SALZGITTER AG,2011,27
1122,SALZGITTER AG,2012,24
1123,SALZGITTER AG,2013,32
1124,SALZGITTER AG,2014,0
1125,SALZGITTER AG,2015,0
1126,SALZGITTER AG,2016,0
1127,SALZGITTER AG,2017,0
1128,SALZGITTER AG,2018,0
1129,SALZGITTER AG,2019,0
1130,HOFTEX GROUP AG,2006,0
1131,HOFTEX GROUP AG,2007,0
1132,HOFTEX GROUP AG,2008,0
1133,HOFTEX GROUP AG,2009,0
1134,HOFTEX GROUP AG,2010,1
1135,HOFTEX GROUP AG,2011,1
1136,HOFTEX GROUP AG,2012,2
1137,HOFTEX GROUP AG,2013,1
1138,HOFTEX GROUP AG,2014,0
1139,HOFTEX GROUP AG,2015,0
1140,HOFTEX GROUP AG,2016,0
1141,HOFTEX GROUP AG,2017,0
1142,HOFTEX GROUP AG,2018,0
1143,HOFTEX GROUP AG,2019,0
1144,KOENIG & BAUER AG,2006,0
1145,KOENIG & BAUER AG,2007,0
1146,KOENIG & BAUER AG,2008,0
1147,KOENIG & BAUER AG,2009,0
1148,KOENIG & BAUER AG,2010,13
1149,KOENIG & BAUER AG,2011,16
1150,KOENIG & BAUER AG,2012,14
1151,KOENIG & BAUER AG,2013,15
1152,KOENIG & BAUER AG,2014,0
1153,KOENIG & BAUER AG,2015,0
1154,KOENIG & BAUER AG,2016,0
1155,KOENIG & BAUER AG,2017,0
1156,KOENIG & BAUER AG,2018,0
1157,KOENIG & BAUER AG,2019,0
1158,DINKELACKER AG O.N.,2006,0
1159,DINKELACKER AG O.N.,2007,0
1160,DINKELACKER AG O.N.,2008,0
1161,DINKELACKER AG O.N.,2009,0
1162,DINKELACKER AG O.N.,2010,0
1163,DINKELACKER AG O.N.,2011,0
1164,DINKELACKER AG O.N.,2012,0
1165,DINKELACKER AG O.N.,2013,0
1166,DINKELACKER AG O.N.,2014,0
1167,DINKELACKER AG O.N.,2015,0
1168,DINKELACKER AG O.N.,2016,0
1169,DINKELACKER AG O.N.,2017,0
1170,DINKELACKER AG O.N.,2018,0
1171,DINKELACKER AG O.N.,2019,0
1172,IVG IMMOBILIEN AG,2006,3
1173,IVG IMMOBILIEN AG,2007,2
1174,IVG IMMOBILIEN AG,2008,2
1175,IVG IMMOBILIEN AG,2009,2
1176,IVG IMMOBILIEN AG,2010,22
1177,IVG IMMOBILIEN AG,2011,26
1178,IVG IMMOBILIEN AG,2012,27
1179,IVG IMMOBILIEN AG,2013,24
1180,STINAG STUTTGART INVEST AG,2006,0
1181,STINAG STUTTGART INVEST AG,2007,0
1182,STINAG STUTTGART INVEST AG,2008,0
1183,STINAG STUTTGART INVEST AG,2009,0
1184,STINAG STUTTGART INVEST AG,2010,4
1185,STINAG STUTTGART INVEST AG,2011,4
1186,STINAG STUTTGART INVEST AG,2012,5
1187,STINAG STUTTGART INVEST AG,2013,6
1188,STINAG STUTTGART INVEST AG,2014,0
1189,STINAG STUTTGART INVEST AG,2015,0
1190,STINAG STUTTGART INVEST AG,2016,0
1191,STINAG STUTTGART INVEST AG,2017,0
1192,STINAG STUTTGART INVEST AG,2018,0
1193,STINAG STUTTGART INVEST AG,2019,0
1194,TA TRIUMPH-ADLER AG,2006,0
1195,TA TRIUMPH-ADLER AG,2007,0
1196,TA TRIUMPH-ADLER AG,2008,0
1197,TA TRIUMPH-ADLER AG,2009,0
1198,PAUL HARTMANN AG,2006,0
1199,PAUL HARTMANN AG,2007,0
1200,PAUL HARTMANN AG,2008,0
1201,PAUL HARTMANN AG,2009,0
1202,PAUL HARTMANN AG,2010,17
1203,PAUL HARTMANN AG,2011,17
1204,PAUL HARTMANN AG,2012,21
1205,PAUL HARTMANN AG,2013,32
1206,PAUL HARTMANN AG,2014,0
1207,PAUL HARTMANN AG,2015,0
1208,PAUL HARTMANN AG,2016,0
1209,PAUL HARTMANN AG,2017,0
1210,PAUL HARTMANN AG,2018,0
1211,PAUL HARTMANN AG,2019,0
1212,ACTRIS AG,2006,0
1213,ACTRIS AG,2007,0
1214,ACTRIS AG,2008,0
1215,ACTRIS AG,2009,0
1216,ZEAG ENERGIE AG,2006,0
1217,ZEAG ENERGIE AG,2007,0
1218,ZEAG ENERGIE AG,2008,0
1219,ZEAG ENERGIE AG,2009,0
1220,ZEAG ENERGIE AG,2010,0
1221,ZEAG ENERGIE AG,2011,0
1222,ZEAG ENERGIE AG,2012,1
1223,ZEAG ENERGIE AG,2013,1
1224,ZEAG ENERGIE AG,2014,0
1225,ZEAG ENERGIE AG,2015,0
1226,SUEDWESTDEUTSCHE SALZWERKE,2006,0
1227,SUEDWESTDEUTSCHE SALZWERKE,2007,0
1228,SUEDWESTDEUTSCHE SALZWERKE,2008,0
1229,SUEDWESTDEUTSCHE SALZWERKE,2009,0
1230,SUEDWESTDEUTSCHE SALZWERKE,2010,0
1231,SUEDWESTDEUTSCHE SALZWERKE,2011,0
1232,SUEDWESTDEUTSCHE SALZWERKE,2012,0
1233,SUEDWESTDEUTSCHE SALZWERKE,2013,0
1234,SUEDWESTDEUTSCHE SALZWERKE,2014,0
1235,SUEDWESTDEUTSCHE SALZWERKE,2015,0
1236,SUEDWESTDEUTSCHE SALZWERKE,2016,0
1237,SUEDWESTDEUTSCHE SALZWERKE,2017,0
1238,SUEDWESTDEUTSCHE SALZWERKE,2018,0
1239,SUEDWESTDEUTSCHE SALZWERKE,2019,0
1240,DGAG DEUTSCHE GRUNDVERMOG,2006,0
1241,VILLEROY & BOCH AG,2006,0
1242,VILLEROY & BOCH AG,2007,0
1243,VILLEROY & BOCH AG,2008,0
1244,VILLEROY & BOCH AG,2009,0
1245,VILLEROY & BOCH AG,2010,9
1246,VILLEROY & BOCH AG,2011,11
1247,VILLEROY & BOCH AG,2012,12
1248,VILLEROY & BOCH AG,2013,13
1249,VILLEROY & BOCH AG,2014,0
1250,VILLEROY & BOCH AG,2015,0
1251,VILLEROY & BOCH AG,2016,0
1252,VILLEROY & BOCH AG,2017,0
1253,VILLEROY & BOCH AG,2018,0
1254,VILLEROY & BOCH AG,2019,0
1255,YMOS AG,2006,0
1256,YMOS AG,2007,0
1257,YMOS AG,2008,0
1258,ETIENNE AIGNER AG,2006,0
1259,ETIENNE AIGNER AG,2007,0
1260,ETIENNE AIGNER AG,2008,0
1261,ETIENNE AIGNER AG,2009,0
1262,ETIENNE AIGNER AG,2010,0
1263,ETIENNE AIGNER AG,2011,0
1264,ETIENNE AIGNER AG,2012,0
1265,ETIENNE AIGNER AG,2013,0
1266,ETIENNE AIGNER AG,2014,0
1267,IMW IMMOBILIEN SE,2006,0
1268,IMW IMMOBILIEN SE,2007,0
1269,IMW IMMOBILIEN SE,2008,0
1270,IMW IMMOBILIEN SE,2009,0
1271,IMW IMMOBILIEN SE,2010,2
1272,IMW IMMOBILIEN SE,2011,2
1273,IMW IMMOBILIEN SE,2012,2
1274,IMW IMMOBILIEN SE,2013,2
1275,IMW IMMOBILIEN SE,2014,0
1276,IMW IMMOBILIEN SE,2016,0
1277,IMW IMMOBILIEN SE,2017,0
1278,KWS SAAT SE & CO KGAA,2006,0
1279,KWS SAAT SE & CO KGAA,2007,0
1280,KWS SAAT SE & CO KGAA,2008,0
1281,KWS SAAT SE & CO KGAA,2009,0
1282,KWS SAAT SE & CO KGAA,2010,0
1283,KWS SAAT SE & CO KGAA,2011,0
1284,KWS SAAT SE & CO KGAA,2012,0
1285,KWS SAAT SE & CO KGAA,2013,0
1286,KWS SAAT SE & CO KGAA,2014,0
1287,KWS SAAT SE & CO KGAA,2015,0
1288,KWS SAAT SE & CO KGAA,2016,0
1289,KWS SAAT SE & CO KGAA,2017,0
1290,KWS SAAT SE & CO KGAA,2018,0
1291,KWS SAAT SE & CO KGAA,2019,0
1292,ALBIS LEASING AG,2006,0
1293,ALBIS LEASING AG,2007,0
1294,ALBIS LEASING AG,2008,0
1295,ALBIS LEASING AG,2009,0
1296,ALBIS LEASING AG,2010,3
1297,ALBIS LEASING AG,2011,3
1298,ALBIS LEASING AG,2012,3
1299,ALBIS LEASING AG,2013,3
1300,ALBIS LEASING AG,2014,0
1301,ALBIS LEASING AG,2015,0
1302,ALBIS LEASING AG,2016,0
1303,ALBIS LEASING AG,2017,1
1304,ALBIS LEASING AG,2018,1
1305,ALBIS LEASING AG,2019,0
1306,PARK & BELLHEIMER AG,2006,0
1307,PARK & BELLHEIMER AG,2007,0
1308,PARK & BELLHEIMER AG,2008,0
1309,PARK & BELLHEIMER AG,2009,0
1310,PARK & BELLHEIMER AG,2010,0
1311,PARK & BELLHEIMER AG,2011,0
1312,PARK & BELLHEIMER AG,2012,0
1313,PARK & BELLHEIMER AG,2013,0
1314,PARK & BELLHEIMER AG,2014,0
1315,PARK & BELLHEIMER AG,2015,0
1316,PARK & BELLHEIMER AG,2016,0
1317,PARK & BELLHEIMER AG,2017,0
1318,PARK & BELLHEIMER AG,2018,0
1319,PARK & BELLHEIMER AG,2019,0
1320,BIJOU BRIGITTE MOD ACCESS AG,2006,0
1321,BIJOU BRIGITTE MOD ACCESS AG,2007,0
1322,BIJOU BRIGITTE MOD ACCESS AG,2008,0
1323,BIJOU BRIGITTE MOD ACCESS AG,2009,0
1324,BIJOU BRIGITTE MOD ACCESS AG,2010,0
1325,BIJOU BRIGITTE MOD ACCESS AG,2011,0
1326,BIJOU BRIGITTE MOD ACCESS AG,2012,0
1327,BIJOU BRIGITTE MOD ACCESS AG,2013,0
1328,BIJOU BRIGITTE MOD ACCESS AG,2014,0
1329,BIJOU BRIGITTE MOD ACCESS AG,2015,0
1330,BIJOU BRIGITTE MOD ACCESS AG,2016,0
1331,BIJOU BRIGITTE MOD ACCESS AG,2017,0
1332,BIJOU BRIGITTE MOD ACCESS AG,2018,0
1333,BIJOU BRIGITTE MOD ACCESS AG,2019,0
1334,HOLCIM (DEUTSCHLAND) AG,2006,0
1335,HOLCIM (DEUTSCHLAND) AG,2007,0
1336,HOLCIM (DEUTSCHLAND) AG,2008,0
1337,HOLCIM (DEUTSCHLAND) AG,2009,0
1338,HOLCIM (DEUTSCHLAND) AG,2010,0
1339,HOLCIM (DEUTSCHLAND) AG,2011,0
1340,HOLCIM (DEUTSCHLAND) AG,2012,0
1341,JOHN DEERE-LANZ VERWALTUN AG,2007,0
1342,JOHN DEERE-LANZ VERWALTUN AG,2008,0
1343,ADCAPITAL AG,2006,1
1344,ADCAPITAL AG,2007,1
1345,ADCAPITAL AG,2008,1
1346,ADCAPITAL AG,2009,1
1347,ADCAPITAL AG,2010,1
1348,ADCAPITAL AG,2011,1
1349,ADCAPITAL AG,2012,1
1350,ADCAPITAL AG,2013,1
1351,ADCAPITAL AG,2014,0
1352,ADCAPITAL AG,2015,0
1353,ADCAPITAL AG,2016,0
1354,ADCAPITAL AG,2017,0
1355,ADCAPITAL AG,2018,0
1356,ADCAPITAL AG,2019,0
1357,ANTERRA VERMOGENSVERWALTUNGS,2006,0
1358,ANTERRA VERMOGENSVERWALTUNGS,2007,0
1359,ANTERRA VERMOGENSVERWALTUNGS,2008,0
1360,ANTERRA VERMOGENSVERWALTUNGS,2009,0
1361,ANTERRA VERMOGENSVERWALTUNGS,2010,0
1362,AGROB IMMOBILIEN AG,2006,0
1363,AGROB IMMOBILIEN AG,2007,0
1364,AGROB IMMOBILIEN AG,2008,0
1365,AGROB IMMOBILIEN AG,2009,0
1366,AGROB IMMOBILIEN AG,2010,2
1367,AGROB IMMOBILIEN AG,2011,2
